"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",-80.7596167,24.7605833,9.6,"Halichoeres poeyi"
"obis",-81.51921,24.52613,2.1,"Halichoeres poeyi"
"obis",-83.04198,24.61973,17.6,"Halichoeres poeyi"
"obis",-81.6250667,24.5035667,6.1,"Halichoeres poeyi"
"obis",-80.29891,25.09882,8.8,"Halichoeres poeyi"
"obis",-80.37552,25.01458,3,"Halichoeres poeyi"
"obis",-82.8855,24.5940333,7,"Halichoeres poeyi"
"obis",-81.8621332,24.4559,8.4,"Halichoeres poeyi"
"obis",-81.6485,24.498,4.6,"Halichoeres poeyi"
"obis",-82.91006,24.58713,9,"Halichoeres poeyi"
"obis",-82.9236,24.6798667,17.1,"Halichoeres poeyi"
"obis",-80.3218333,25.0805167,5.9,"Halichoeres poeyi"
"obis",-80.10795,25.5601667,4,"Halichoeres poeyi"
"obis",-80.3645667,25.0324833,8.8,"Halichoeres poeyi"
"obis",-80.1435499,25.4835834,4.7,"Halichoeres poeyi"
"obis",-80.73581,24.77461,7.5,"Halichoeres poeyi"
"obis",-81.5646,24.5119167,5.8,"Halichoeres poeyi"
"obis",-80.1726,25.34773,8.5,"Halichoeres poeyi"
"obis",-80.5298999,24.9077,6.7,"Halichoeres poeyi"
"obis",-59.5333,13.05,NA,"Halichoeres poeyi"
"obis",-82.7822667,24.6560167,13.1,"Halichoeres poeyi"
"obis",-82.8098833,24.6368167,6.3,"Halichoeres poeyi"
"obis",-80.3344666,25.0599833,5.8,"Halichoeres poeyi"
"obis",-80.3315666,25.0561833,7,"Halichoeres poeyi"
"obis",-81.45815,24.5383667,7.6,"Halichoeres poeyi"
"obis",-81.7271,24.4812333,8.5,"Halichoeres poeyi"
"obis",-80.7599667,24.7623667,6.7,"Halichoeres poeyi"
"obis",-80.0988,25.5873333,4.9,"Halichoeres poeyi"
"obis",-80.15141,25.44419,3.1,"Halichoeres poeyi"
"obis",-80.1236332,25.4426,5,"Halichoeres poeyi"
"obis",-80.31439,25.09252,8.2,"Halichoeres poeyi"
"obis",-80.59549,24.86674,6.9,"Halichoeres poeyi"
"obis",-80.24496,25.18013,11.3,"Halichoeres poeyi"
"obis",-80.66471,24.82548,9.1,"Halichoeres poeyi"
"obis",-81.11317,24.63073,4,"Halichoeres poeyi"
"obis",-80.6208,24.8475,5,"Halichoeres poeyi"
"obis",-80.13831,25.51721,5.2,"Halichoeres poeyi"
"obis",-80.133278,25.4092274,5.2,"Halichoeres poeyi"
"obis",-80.1108666,25.5421,5.8,"Halichoeres poeyi"
"obis",-81.7824667,24.472,8.5,"Halichoeres poeyi"
"obis",-80.5547,24.8961333,7,"Halichoeres poeyi"
"obis",-81.6318,24.50925,4.6,"Halichoeres poeyi"
"obis",-83.0760333,24.6165667,15.2,"Halichoeres poeyi"
"obis",-79.8506925,15.8041408,11.6,"Halichoeres poeyi"
"obis",-81.0544167,24.6456667,7.9,"Halichoeres poeyi"
"obis",-82.78105,24.7035833,7.3,"Halichoeres poeyi"
"obis",-80.2317332,25.2012,3.7,"Halichoeres poeyi"
"obis",-81.4749,24.5654,7.3,"Halichoeres poeyi"
"obis",-81.4435,24.5528333,6.6,"Halichoeres poeyi"
"obis",-81.8656167,24.45695,8.1,"Halichoeres poeyi"
"obis",-80.2288166,25.2238833,2.6,"Halichoeres poeyi"
"obis",-80.2945499,25.1430167,5.3,"Halichoeres poeyi"
"obis",-80.3076166,25.10565,4,"Halichoeres poeyi"
"obis",-80.159075,25.42299,3.4,"Halichoeres poeyi"
"obis",-80.12584,25.45838,8.4,"Halichoeres poeyi"
"obis",-81.5980833,24.5079333,7.5,"Halichoeres poeyi"
"obis",-80.75913,24.76361,5.9,"Halichoeres poeyi"
"obis",-81.6668499,24.5007167,7.2,"Halichoeres poeyi"
"obis",-80.31977,25.09316,6.3,"Halichoeres poeyi"
"obis",-83.06928,24.65607,17.7,"Halichoeres poeyi"
"obis",-80.1098333,25.5511833,3.5,"Halichoeres poeyi"
"obis",-82.871217,24.702467,8.1,"Halichoeres poeyi"
"obis",-80.9712833,24.6968833,6.6,"Halichoeres poeyi"
"obis",-80.3262499,25.0715,7.2,"Halichoeres poeyi"
"obis",-82.8653333,24.7114,9.6,"Halichoeres poeyi"
"obis",-80.33334,25.06038,4.9,"Halichoeres poeyi"
"obis",-80.3749833,25.0282167,9.8,"Halichoeres poeyi"
"obis",-80.26737,25.14106,4.8,"Halichoeres poeyi"
"obis",-80.9614333,24.6739833,5.2,"Halichoeres poeyi"
"obis",-81.3918832,24.6161667,3.4,"Halichoeres poeyi"
"obis",-80.2117332,25.2265333,5.3,"Halichoeres poeyi"
"obis",-80.3435833,25.0487333,3,"Halichoeres poeyi"
"obis",-80.2186666,25.2497167,3.5,"Halichoeres poeyi"
"obis",-81.8072833,24.4771167,8.2,"Halichoeres poeyi"
"obis",-81.8737,24.4544333,6.9,"Halichoeres poeyi"
"obis",-81.77285,24.47205,8.5,"Halichoeres poeyi"
"obis",-80.2497,25.1886667,5.2,"Halichoeres poeyi"
"obis",-80.1017,24.6683,5.4,"Halichoeres poeyi"
"obis",-82.78147,24.70048,7.3,"Halichoeres poeyi"
"obis",-81.7445833,24.4755667,8.4,"Halichoeres poeyi"
"obis",-82.8714667,24.7010167,12.8,"Halichoeres poeyi"
"obis",-82.8924333,24.66185,5.8,"Halichoeres poeyi"
"obis",-80.4924,24.9518,3.7,"Halichoeres poeyi"
"obis",-82.989317,24.714867,16.2,"Halichoeres poeyi"
"obis",-81.45803,24.5706,8.7,"Halichoeres poeyi"
"obis",-81.5181499,24.5226167,5.5,"Halichoeres poeyi"
"obis",-80.1316685,25.4125655,5.6,"Halichoeres poeyi"
"obis",-81.8745666,24.4596,6.9,"Halichoeres poeyi"
"obis",-81.6799667,24.4904,5.3,"Halichoeres poeyi"
"obis",-80.3506833,25.0495667,3.7,"Halichoeres poeyi"
"obis",-81.4032499,24.5527,2.6,"Halichoeres poeyi"
"obis",-82.85831,24.62889,9.1,"Halichoeres poeyi"
"obis",-80.19198,25.33808,7.2,"Halichoeres poeyi"
"obis",-81.8336833,24.48825,9.3,"Halichoeres poeyi"
"obis",-81.91889,24.4552,9,"Halichoeres poeyi"
"obis",-81.6955333,24.4851667,6.9,"Halichoeres poeyi"
"obis",-80.6726333,24.8231,8.2,"Halichoeres poeyi"
"obis",-81.7425,24.4793167,9,"Halichoeres poeyi"
"obis",-80.37006,25.01675,9.4,"Halichoeres poeyi"
"obis",-81.83398,24.47542,5,"Halichoeres poeyi"
"obis",-80.3347499,25.0564667,7.3,"Halichoeres poeyi"
"obis",-80.15178,25.3681,9.1,"Halichoeres poeyi"
"obis",-80.1936332,25.2409833,20.4,"Halichoeres poeyi"
"obis",-81.44384,24.58472,7.5,"Halichoeres poeyi"
"obis",-83.0590833,24.6103167,15.4,"Halichoeres poeyi"
"obis",-80.5409166,24.9051001,7.6,"Halichoeres poeyi"
"obis",-80.622467,24.84905,3.1,"Halichoeres poeyi"
"obis",-82.8715167,24.6089667,18.4,"Halichoeres poeyi"
"obis",-81.7226333,24.4810834,6.6,"Halichoeres poeyi"
"obis",-81.0711499,24.6424667,5.9,"Halichoeres poeyi"
"obis",-80.3365167,25.0680167,3.4,"Halichoeres poeyi"
"obis",-80.1321614,25.4049355,4.3,"Halichoeres poeyi"
"obis",-80.2137667,25.2503333,5.6,"Halichoeres poeyi"
"obis",-81.1700999,24.61095,7.8,"Halichoeres poeyi"
"obis",-81.7575,24.4742667,7.9,"Halichoeres poeyi"
"obis",-80.2293832,25.2004833,5.5,"Halichoeres poeyi"
"obis",-80.1213332,25.4367833,7.3,"Halichoeres poeyi"
"obis",-80.1130167,25.5760333,5.5,"Halichoeres poeyi"
"obis",-80.2906499,25.1577167,3.4,"Halichoeres poeyi"
"obis",-81.8067333,24.47695,7.9,"Halichoeres poeyi"
"obis",-81.6794667,24.49065,5.6,"Halichoeres poeyi"
"obis",-81.9571666,24.4503333,10.4,"Halichoeres poeyi"
"obis",-81.6826,24.5553,3.5,"Halichoeres poeyi"
"obis",-80.132323,25.411025,5.8,"Halichoeres poeyi"
"obis",-80.3493332,25.04285,5.2,"Halichoeres poeyi"
"obis",-80.4602,24.95485,3.8,"Halichoeres poeyi"
"obis",-80.2271167,25.2187667,4,"Halichoeres poeyi"
"obis",-80.1133833,25.5738667,3.8,"Halichoeres poeyi"
"obis",-80.8922333,24.7086667,7,"Halichoeres poeyi"
"obis",-81.42725,24.5424833,13.7,"Halichoeres poeyi"
"obis",-81.4747,24.5654,7.6,"Halichoeres poeyi"
"obis",-80.6725833,24.82355,8.4,"Halichoeres poeyi"
"obis",-80.2478833,25.1853167,3.5,"Halichoeres poeyi"
"obis",-80.4043,25.0116333,5.3,"Halichoeres poeyi"
"obis",-81.7001,24.4841,5.5,"Halichoeres poeyi"
"obis",-80.1156332,25.4782833,4.3,"Halichoeres poeyi"
"obis",-82.7862833,24.6931833,7.3,"Halichoeres poeyi"
"obis",-83.0554167,24.6254833,14.8,"Halichoeres poeyi"
"obis",-80.1445576,25.4114389,7.9,"Halichoeres poeyi"
"obis",-80.3944,25.04028,2.7,"Halichoeres poeyi"
"obis",-80.3056167,25.0936,7.6,"Halichoeres poeyi"
"obis",-80.3990333,25.0211667,4.6,"Halichoeres poeyi"
"obis",-81.8051499,24.4697834,9,"Halichoeres poeyi"
"obis",-83.04206,24.61957,18.6,"Halichoeres poeyi"
"obis",-81.5615666,24.5125667,9,"Halichoeres poeyi"
"obis",-81.52418,24.52805,5.5,"Halichoeres poeyi"
"obis",-82.9597833,24.5955833,14.9,"Halichoeres poeyi"
"obis",-81.01915,24.65785,5.9,"Halichoeres poeyi"
"obis",-80.14571,25.43987,2.9,"Halichoeres poeyi"
"obis",-82.9263167,24.6896833,16,"Halichoeres poeyi"
"obis",-81.48888,24.54206,6.6,"Halichoeres poeyi"
"obis",-79.8410280555555,15.8090561,8,"Halichoeres poeyi"
"obis",-80.1533999,25.3576833,9,"Halichoeres poeyi"
"obis",-81.48843,24.54203,6.7,"Halichoeres poeyi"
"obis",-82.80815,24.7104167,4.6,"Halichoeres poeyi"
"obis",-81.7540999,24.4855167,7.9,"Halichoeres poeyi"
"obis",-80.26721,25.23518,3.2,"Halichoeres poeyi"
"obis",-81.7019999,24.4995334,5.3,"Halichoeres poeyi"
"obis",-80.2883999,25.1561833,3.8,"Halichoeres poeyi"
"obis",-80.17637,25.37437,2.6,"Halichoeres poeyi"
"obis",-81.5782332,24.5237167,4,"Halichoeres poeyi"
"obis",-81.8377666,24.4638834,4.7,"Halichoeres poeyi"
"obis",-81.39085,24.61641,2.4,"Halichoeres poeyi"
"obis",-80.36891,25.03277,7.3,"Halichoeres poeyi"
"obis",-80.2269167,25.1989333,2.7,"Halichoeres poeyi"
"obis",-80.27417,25.14821,8.1,"Halichoeres poeyi"
"obis",-81.07345,24.6665167,3.2,"Halichoeres poeyi"
"obis",-80.268883,25.1755,3.5,"Halichoeres poeyi"
"obis",-80.9587833,24.6977,5,"Halichoeres poeyi"
"obis",-80.61847,24.84901,3.9,"Halichoeres poeyi"
"obis",-81.2068666,24.6013833,7.9,"Halichoeres poeyi"
"obis",-81.01364,24.66222,7,"Halichoeres poeyi"
"obis",-80.215979,25.259257,3.7,"Halichoeres poeyi"
"obis",-81.3992333,24.5650833,6.7,"Halichoeres poeyi"
"obis",-80.9446666,24.6954167,5.2,"Halichoeres poeyi"
"obis",-82.935567,24.5563,15.7,"Halichoeres poeyi"
"obis",-83.07799,24.6455,14.9,"Halichoeres poeyi"
"obis",-80.1349167,25.4571167,4.3,"Halichoeres poeyi"
"obis",-81.3841,24.56885,7.5,"Halichoeres poeyi"
"obis",-80.4580499,24.9583167,4.1,"Halichoeres poeyi"
"obis",-82.7803833,24.6894,6.3,"Halichoeres poeyi"
"obis",-82.90515,24.7070167,16,"Halichoeres poeyi"
"obis",-81.3457999,24.5612,6.4,"Halichoeres poeyi"
"obis",-80.11911,25.67524,7.8,"Halichoeres poeyi"
"obis",-77.3566666,8.6721666,10.5,"Halichoeres poeyi"
"obis",-80.2311166,25.2268167,1.9,"Halichoeres poeyi"
"obis",-81.8613861,12.1958278,3.25,"Halichoeres poeyi"
"obis",-81.8553833,24.4560167,4,"Halichoeres poeyi"
"obis",-81.26408,24.59653,7.9,"Halichoeres poeyi"
"obis",-42.16666667,-22.95,NA,"Halichoeres poeyi"
"obis",-80.9599333,24.6883333,5,"Halichoeres poeyi"
"obis",-81.5988,24.5083,7.3,"Halichoeres poeyi"
"obis",-80.388483,25.0316,3.4,"Halichoeres poeyi"
"obis",-81.6095333,24.529,12.5,"Halichoeres poeyi"
"obis",-80.1450333,25.3683333,5,"Halichoeres poeyi"
"obis",-80.75134,24.7677,5.2,"Halichoeres poeyi"
"obis",-80.75633,24.766,5.8,"Halichoeres poeyi"
"obis",-80.366783,25.019183,5.9,"Halichoeres poeyi"
"obis",-82.98194,24.60221,15.5,"Halichoeres poeyi"
"obis",-82.799233,24.710917,6.9,"Halichoeres poeyi"
"obis",-80.77835,24.7521667,6.7,"Halichoeres poeyi"
"obis",-81.74485,24.4817167,11.9,"Halichoeres poeyi"
"obis",-80.28245,25.1645167,3.8,"Halichoeres poeyi"
"obis",-81.1556667,24.6176667,9.3,"Halichoeres poeyi"
"obis",-82.7915333,24.699,4.7,"Halichoeres poeyi"
"obis",-80.26365,25.14242,4.6,"Halichoeres poeyi"
"obis",-80.47223,24.95421,5.2,"Halichoeres poeyi"
"obis",-80.2920499,25.1330833,6.9,"Halichoeres poeyi"
"obis",-80.3470833,25.0414833,4,"Halichoeres poeyi"
"obis",-81.4037332,24.5531,3.4,"Halichoeres poeyi"
"obis",-80.4579999,24.9585501,4.3,"Halichoeres poeyi"
"obis",-80.4603667,24.9784667,4.3,"Halichoeres poeyi"
"obis",-80.16038,25.33545,10.4,"Halichoeres poeyi"
"obis",-82.946683,24.628483,7.5,"Halichoeres poeyi"
"obis",-81.0171333,24.6539,7.9,"Halichoeres poeyi"
"obis",-81.3309833,24.5671833,8.4,"Halichoeres poeyi"
"obis",-81.40725,24.5477333,1.8,"Halichoeres poeyi"
"obis",-80.3915666,25.0279833,3.7,"Halichoeres poeyi"
"obis",-81.36805,24.5582833,7.6,"Halichoeres poeyi"
"obis",-80.2264833,25.2355667,3.7,"Halichoeres poeyi"
"obis",-82.87768,24.59682,5.5,"Halichoeres poeyi"
"obis",-80.141743,25.36331,5,"Halichoeres poeyi"
"obis",-80.4932833,24.9418,8.1,"Halichoeres poeyi"
"obis",-80.6570833,24.8251167,10.1,"Halichoeres poeyi"
"obis",-80.22813,25.22398,3.7,"Halichoeres poeyi"
"obis",-81.0510833,24.6865333,6.7,"Halichoeres poeyi"
"obis",-80.1025333,25.5924,4.3,"Halichoeres poeyi"
"obis",-82.90995,24.5703167,10.8,"Halichoeres poeyi"
"obis",-80.1518999,25.36975,7.5,"Halichoeres poeyi"
"obis",-81.0380333,24.6975667,4.1,"Halichoeres poeyi"
"obis",-80.4348333,24.9833167,6.9,"Halichoeres poeyi"
"obis",-80.38179,25.03415,4.6,"Halichoeres poeyi"
"obis",-80.62294,24.84943,3,"Halichoeres poeyi"
"obis",-80.54375,24.9023167,7.6,"Halichoeres poeyi"
"obis",-82.83579,24.62984,8.8,"Halichoeres poeyi"
"obis",-80.1108333,25.5419833,5.8,"Halichoeres poeyi"
"obis",-81.4897667,24.54195,8.4,"Halichoeres poeyi"
"obis",-80.28344,25.13293,8.1,"Halichoeres poeyi"
"obis",-80.3752166,25.0122833,1.8,"Halichoeres poeyi"
"obis",-81.4524167,24.5386667,6.7,"Halichoeres poeyi"
"obis",-80.457817,24.955317,6.9,"Halichoeres poeyi"
"obis",-80.7550499,24.7649167,7.5,"Halichoeres poeyi"
"obis",-82.97003,24.59308,14.3,"Halichoeres poeyi"
"obis",-81.94315,24.48275,7.8,"Halichoeres poeyi"
"obis",-81.5789333,24.5208833,9.6,"Halichoeres poeyi"
"obis",-81.83295,24.4755833,5.2,"Halichoeres poeyi"
"obis",-80.3945833,25.0403333,2.3,"Halichoeres poeyi"
"obis",-80.3169833,25.0767167,7.6,"Halichoeres poeyi"
"obis",-81.1122666,24.62885,2.6,"Halichoeres poeyi"
"obis",-80.3986667,25.0205667,3.7,"Halichoeres poeyi"
"obis",-80.4037666,24.9883667,4.3,"Halichoeres poeyi"
"obis",-80.3732999,25.0158333,5.5,"Halichoeres poeyi"
"obis",-82.79005,24.7019833,5.8,"Halichoeres poeyi"
"obis",-80.2408167,25.1676,14.2,"Halichoeres poeyi"
"obis",-82.8414,24.63253,10.1,"Halichoeres poeyi"
"obis",-81.1884333,24.6081333,9.8,"Halichoeres poeyi"
"obis",-82.87652,24.63362,4.5,"Halichoeres poeyi"
"obis",-80.2294666,25.2059,6.1,"Halichoeres poeyi"
"obis",-80.3253,25.1027167,3.8,"Halichoeres poeyi"
"obis",-80.412733,24.987983,7.3,"Halichoeres poeyi"
"obis",-80.33863,25.07259,4.9,"Halichoeres poeyi"
"obis",-80.12759,25.41646,4.8,"Halichoeres poeyi"
"obis",-81.31684,24.60184,8.8,"Halichoeres poeyi"
"obis",-59.6167,13.15,NA,"Halichoeres poeyi"
"obis",-81.1256999,24.62685,5.9,"Halichoeres poeyi"
"obis",-64.83238,18.29459,15,"Halichoeres poeyi"
"obis",-80.2199333,25.22295,6.9,"Halichoeres poeyi"
"obis",-83.0571667,24.6171667,15.4,"Halichoeres poeyi"
"obis",-80.4074833,25.0234833,2.4,"Halichoeres poeyi"
"obis",-81.6059833,24.5054167,7,"Halichoeres poeyi"
"obis",-80.5401499,24.9054167,6.4,"Halichoeres poeyi"
"obis",-80.1493499,25.4838333,3.7,"Halichoeres poeyi"
"obis",-80.1215832,25.5070333,4.9,"Halichoeres poeyi"
"obis",-82.841,24.63955,9.3,"Halichoeres poeyi"
"obis",-81.6358666,24.5014833,8.2,"Halichoeres poeyi"
"obis",-81.31731,24.60234,10.8,"Halichoeres poeyi"
"obis",-81.1291,24.6229,8.1,"Halichoeres poeyi"
"obis",-81.57535,24.52384,4.6,"Halichoeres poeyi"
"obis",-80.9615167,24.68665,5.5,"Halichoeres poeyi"
"obis",-80.35164,25.03773,1.8,"Halichoeres poeyi"
"obis",-80.2383499,25.1953667,3.5,"Halichoeres poeyi"
"obis",-80.88505,24.70914,7,"Halichoeres poeyi"
"obis",-80.1584909,25.3343531,9.6,"Halichoeres poeyi"
"obis",-80.1583333,25.408,2.4,"Halichoeres poeyi"
"obis",-80.531633,24.910417,5.8,"Halichoeres poeyi"
"obis",-81.9971833,24.4559833,7.6,"Halichoeres poeyi"
"obis",-82.7985833,24.7122333,9.3,"Halichoeres poeyi"
"obis",-82.955017,24.617067,6.3,"Halichoeres poeyi"
"obis",-80.13513,25.50319,6.7,"Halichoeres poeyi"
"obis",-81.942333,24.45415,9.1,"Halichoeres poeyi"
"obis",-82.8831,24.59247,9.1,"Halichoeres poeyi"
"obis",-80.7576833,24.7637667,6.6,"Halichoeres poeyi"
"obis",-80.4190499,24.9828501,5.6,"Halichoeres poeyi"
"obis",-80.4896,24.93933,7.3,"Halichoeres poeyi"
"obis",-80.5686,24.8802333,9.3,"Halichoeres poeyi"
"obis",-81.6922667,24.48795,7,"Halichoeres poeyi"
"obis",-80.9343833,24.6968,5.6,"Halichoeres poeyi"
"obis",-83.02614,24.63366,18.3,"Halichoeres poeyi"
"obis",-81.5636333,24.5560833,5.8,"Halichoeres poeyi"
"obis",-80.2655999,25.1331667,10.7,"Halichoeres poeyi"
"obis",-80.26315,25.13654,9,"Halichoeres poeyi"
"obis",-80.1078667,25.5603167,4.6,"Halichoeres poeyi"
"obis",-80.1581833,25.3505,8.4,"Halichoeres poeyi"
"obis",-80.14747,25.4492,5.2,"Halichoeres poeyi"
"obis",-81.6576166,24.49395,4.7,"Halichoeres poeyi"
"obis",-81.0688,24.6683,6.9,"Halichoeres poeyi"
"obis",-80.26645,25.1420833,6.1,"Halichoeres poeyi"
"obis",-80.5593,24.89235,8.1,"Halichoeres poeyi"
"obis",-80.33334,25.06058,4.7,"Halichoeres poeyi"
"obis",-80.26046,25.14625,4,"Halichoeres poeyi"
"obis",-81.4024999,24.5525167,3.8,"Halichoeres poeyi"
"obis",-80.7559166,24.7642167,8.5,"Halichoeres poeyi"
"obis",-81.6294166,24.5001167,5.2,"Halichoeres poeyi"
"obis",-80.37919,25.01202,2,"Halichoeres poeyi"
"obis",-81.7542666,24.4850167,7.8,"Halichoeres poeyi"
"obis",-81.8294833,24.4750667,4.7,"Halichoeres poeyi"
"obis",-80.75318,24.76668,6,"Halichoeres poeyi"
"obis",-81.2425833,24.6024167,9.8,"Halichoeres poeyi"
"obis",-80.2027833,25.26375,10.4,"Halichoeres poeyi"
"obis",-82.87302,24.59544,6.1,"Halichoeres poeyi"
"obis",-81.87565,24.4524833,5.3,"Halichoeres poeyi"
"obis",-81.0382167,24.6970833,4.3,"Halichoeres poeyi"
"obis",-80.14771,25.42557,2.1,"Halichoeres poeyi"
"obis",-82.78403,24.66321,10.2,"Halichoeres poeyi"
"obis",-82.917533,24.6987,15.4,"Halichoeres poeyi"
"obis",-80.4190166,24.9862501,2.6,"Halichoeres poeyi"
"obis",-80.2291499,25.2043,4.9,"Halichoeres poeyi"
"obis",-80.2544166,25.1962667,2,"Halichoeres poeyi"
"obis",-82.84827,24.69381,5.5,"Halichoeres poeyi"
"obis",-81.5620999,24.5125667,9.3,"Halichoeres poeyi"
"obis",-80.96556,24.68571,3.4,"Halichoeres poeyi"
"obis",-81.6713333,24.48875,9.5,"Halichoeres poeyi"
"obis",-81.1552166,24.6183334,9,"Halichoeres poeyi"
"obis",-80.2128832,25.23515,6.3,"Halichoeres poeyi"
"obis",-81.4118166,24.5873334,8.7,"Halichoeres poeyi"
"obis",-80.3551667,25.0297833,7.9,"Halichoeres poeyi"
"obis",-80.9645333,24.6856,4.3,"Halichoeres poeyi"
"obis",-80.88998,24.70152,7.3,"Halichoeres poeyi"
"obis",-80.2623666,25.14345,5.5,"Halichoeres poeyi"
"obis",-82.91915,24.5862167,12.5,"Halichoeres poeyi"
"obis",-81.8465166,24.4600667,6.6,"Halichoeres poeyi"
"obis",-80.6188166,24.8463833,10.4,"Halichoeres poeyi"
"obis",-81.7175333,24.4830833,2.4,"Halichoeres poeyi"
"obis",-81.1456167,24.6259167,8.2,"Halichoeres poeyi"
"obis",-81.8342666,24.4722,5.8,"Halichoeres poeyi"
"obis",-82.90057,24.62496,9,"Halichoeres poeyi"
"obis",-80.4343999,24.98905,6.7,"Halichoeres poeyi"
"obis",-82.8885,24.584467,11.3,"Halichoeres poeyi"
"obis",-80.126147,25.428931,3.7,"Halichoeres poeyi"
"obis",-79.8887077777,15.8943733333,19.6,"Halichoeres poeyi"
"obis",-81.66128,24.49499,1.8,"Halichoeres poeyi"
"obis",-80.3064166,25.1071167,6.9,"Halichoeres poeyi"
"obis",-80.7559,24.7643667,7,"Halichoeres poeyi"
"obis",-80.2298333,25.2002,4.3,"Halichoeres poeyi"
"obis",-81.6152667,24.51725,7.6,"Halichoeres poeyi"
"obis",-80.5432333,24.9024,8.1,"Halichoeres poeyi"
"obis",-81.6270833,24.5302833,7.3,"Halichoeres poeyi"
"obis",-80.29877,25.12537,6.9,"Halichoeres poeyi"
"obis",-80.3052166,25.12225,4.9,"Halichoeres poeyi"
"obis",-80.44356,24.99298,4.3,"Halichoeres poeyi"
"obis",-81.9012333,24.4506833,7.8,"Halichoeres poeyi"
"obis",-80.47934,24.94393,3.7,"Halichoeres poeyi"
"obis",-81.6053167,24.5167167,6.1,"Halichoeres poeyi"
"obis",-81.0539167,24.6454833,7.8,"Halichoeres poeyi"
"obis",-80.132214,25.411348,6.6,"Halichoeres poeyi"
"obis",-81.0377333,24.6561667,6.4,"Halichoeres poeyi"
"obis",-80.7274666,24.7704667,12.2,"Halichoeres poeyi"
"obis",-80.22395,25.20937,5,"Halichoeres poeyi"
"obis",-80.2264833,25.2355667,3.2,"Halichoeres poeyi"
"obis",-80.1043666,25.56665,4.7,"Halichoeres poeyi"
"obis",-81.6996167,24.48555,6.1,"Halichoeres poeyi"
"obis",-80.2323832,25.2077167,6.1,"Halichoeres poeyi"
"obis",-81.8141333,24.4669,9.1,"Halichoeres poeyi"
"obis",-80.2149667,25.222,5.2,"Halichoeres poeyi"
"obis",-80.2253333,25.2890667,3.8,"Halichoeres poeyi"
"obis",-80.30218,25.10936,8.5,"Halichoeres poeyi"
"obis",-80.4141,24.98895,3.4,"Halichoeres poeyi"
"obis",-80.5056666,24.9204167,11.4,"Halichoeres poeyi"
"obis",-80.56291,24.90768,6.7,"Halichoeres poeyi"
"obis",-80.2248666,25.22115,3.4,"Halichoeres poeyi"
"obis",-83.06002,24.62245,14.8,"Halichoeres poeyi"
"obis",-81.0686,24.6684,6.4,"Halichoeres poeyi"
"obis",-80.4928,24.938483,7.3,"Halichoeres poeyi"
"obis",-81.4453167,24.5505833,7,"Halichoeres poeyi"
"obis",-80.360333,25.05895,4.3,"Halichoeres poeyi"
"obis",-81.6232,24.51065,5.2,"Halichoeres poeyi"
"obis",-80.2625667,25.1993667,2.7,"Halichoeres poeyi"
"obis",-80.1395333,25.5012833,5.2,"Halichoeres poeyi"
"obis",-82.8935,24.5899833,8.1,"Halichoeres poeyi"
"obis",-81.70935,24.4866,4.6,"Halichoeres poeyi"
"obis",-81.3852332,24.5683001,6.1,"Halichoeres poeyi"
"obis",-80.2181167,25.2604667,4.1,"Halichoeres poeyi"
"obis",-81.0521666,24.6445333,8.2,"Halichoeres poeyi"
"obis",-81.14199,24.65122,8.7,"Halichoeres poeyi"
"obis",-80.5512167,24.8939333,10.7,"Halichoeres poeyi"
"obis",-80.23635,25.2783833,3.2,"Halichoeres poeyi"
"obis",-82.9602333,24.596,14.6,"Halichoeres poeyi"
"obis",-80.3327167,25.0623333,7.5,"Halichoeres poeyi"
"obis",-80.37575,25.01433,3.4,"Halichoeres poeyi"
"obis",-81.8414,24.46443,2.4,"Halichoeres poeyi"
"obis",-80.4601667,24.9786333,4.4,"Halichoeres poeyi"
"obis",-81.8219167,24.4752667,7.6,"Halichoeres poeyi"
"obis",-80.58603,24.8724,8.1,"Halichoeres poeyi"
"obis",-81.4947666,24.5402833,7.2,"Halichoeres poeyi"
"obis",-80.5894333,24.8737334,7.3,"Halichoeres poeyi"
"obis",-81.51952,24.52615,3.2,"Halichoeres poeyi"
"obis",-81.6598667,24.5618167,5.2,"Halichoeres poeyi"
"obis",-82.94875,24.624767,4.8,"Halichoeres poeyi"
"obis",-80.1063833,25.54725,5,"Halichoeres poeyi"
"obis",-81.7328499,24.4776,8.1,"Halichoeres poeyi"
"obis",-81.5809333,24.5221834,2.4,"Halichoeres poeyi"
"obis",-80.2642667,25.18225,5.3,"Halichoeres poeyi"
"obis",-80.35457,25.03777,4.7,"Halichoeres poeyi"
"obis",-80.50419,24.92467,5.5,"Halichoeres poeyi"
"obis",-80.1419,25.4987333,5.5,"Halichoeres poeyi"
"obis",-81.2431332,24.6038167,8.5,"Halichoeres poeyi"
"obis",-80.4391999,24.9776167,8.8,"Halichoeres poeyi"
"obis",-80.88799,24.70235,7,"Halichoeres poeyi"
"obis",-83.046483,24.698483,19.7,"Halichoeres poeyi"
"obis",-80.5761,24.873917,7.8,"Halichoeres poeyi"
"obis",-82.78432,24.7057,9.3,"Halichoeres poeyi"
"obis",-83.0202333,24.67805,21.6,"Halichoeres poeyi"
"obis",-80.3258,25.1029833,4.4,"Halichoeres poeyi"
"obis",-81.0114,24.66355,4.3,"Halichoeres poeyi"
"obis",-81.8962166,24.47905,4.9,"Halichoeres poeyi"
"obis",-80.2067333,25.2307667,7.9,"Halichoeres poeyi"
